id,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2521698,100%,100%,t,t,Private room in home,Private room,2,1 shared bath,1.0,1.0,"$1,271.00",2.0,1125.0,0,4,4,252,114,22,2,4.98,5.0,4.99,5.0,5.0,5.0,4.94,1.17
525618,100%,97%,t,t,Entire rental unit,Entire home/apt,5,2 baths,2.0,2.0,"$2,723.00",30.0,365.0,12,42,72,347,26,0,0,4.96,4.96,5.0,5.0,4.96,5.0,4.91,0.2
527473,100%,100%,t,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"$2,934.00",2.0,1125.0,4,24,33,204,287,49,3,4.91,4.97,4.92,4.95,4.83,4.96,4.84,2.22
2537481,100%,99%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$2,814.00",2.0,1125.0,6,31,61,329,319,45,3,4.92,4.94,4.99,4.95,4.96,5.0,4.87,3.11
544105,100%,100%,t,t,Private room in condo,Private room,2,1 private bath,1.0,1.0,$850.00,2.0,1125.0,26,56,86,176,47,14,2,4.87,4.96,4.98,4.74,4.96,4.98,4.83,0.67
567176,100%,73%,f,t,Private room in rental unit,Private room,1,1 bath,1.0,1.0,$240.00,7.0,90.0,5,26,56,331,27,3,1,4.96,4.89,4.88,4.85,4.96,4.8,4.96,0.29
1309198,100%,100%,t,t,Private room in home,Private room,2,1 private bath,1.0,1.0,$400.00,3.0,1125.0,0,0,0,209,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
1363110,,,f,f,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$381.00,3.0,1125.0,1,1,2,139,26,0,0,4.88,4.88,4.88,5.0,4.96,4.54,4.77,0.22
571166,100%,86%,f,t,Room in serviced apartment,Hotel room,3,1 bath,1.0,1.0,"$2,808.00",1.9,365.0,0,0,0,16,1,0,0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,0.02
2537521,100%,91%,t,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$2,941.00",2.0,1125.0,8,29,54,326,175,8,0,4.95,4.97,4.98,4.94,4.95,4.98,4.92,1.69
2540221,100%,63%,f,t,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,"$1,216.00",3.0,1125.0,30,60,90,365,30,1,0,4.6,4.76,4.97,4.79,4.67,4.87,4.6,0.3
2546210,,0%,f,t,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,$250.00,5.0,1125.0,30,60,90,365,3,0,0,4.67,4.33,4.67,5.0,4.67,5.0,4.33,0.03
1378164,,67%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$420.00,20.0,1125.0,26,52,79,152,38,1,0,4.58,4.69,4.83,4.17,4.67,4.67,4.42,0.68
2547576,,,f,t,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$900.00,3.0,1125.0,0,28,58,333,62,8,1,4.76,4.84,4.92,4.79,4.87,4.94,4.69,0.57
1403168,,100%,f,f,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,$566.00,2.0,1125.0,3,30,60,335,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
1403218,92%,58%,t,t,Entire home,Entire home/apt,16,5.5 baths,10.0,16.0,"$2,561.00",1.0,1125.0,11,22,44,276,164,2,1,4.83,4.78,4.94,4.75,4.97,4.48,4.8,1.43
2643099,100%,100%,t,t,Private room in guesthouse,Private room,2,1 private bath,1.0,1.0,$545.00,2.0,1125.0,29,59,89,364,42,5,0,4.9,4.78,4.98,4.8,4.98,4.73,4.8,0.4
579534,100%,100%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$600.00,5.0,1825.0,0,0,0,87,17,7,0,4.63,4.75,4.94,4.5,4.94,4.88,4.75,0.15
2666125,,100%,f,t,Entire rental unit,Entire home/apt,4,3.5 baths,2.0,3.0,"$3,068.00",500.0,1125.0,29,59,89,179,95,0,0,4.74,4.82,4.88,4.77,4.77,4.97,4.77,1.05
583039,100%,100%,t,t,Entire condo,Entire home/apt,4,2 baths,2.0,2.0,"$1,362.00",2.3,1125.0,11,23,39,200,78,21,3,4.72,4.71,4.71,4.78,4.65,4.82,4.72,0.62
1404363,100%,64%,f,t,Entire loft,Entire home/apt,2,1 bath,,1.0,$980.00,4.0,1125.0,1,2,29,209,129,4,0,4.79,4.9,4.94,4.88,4.89,4.84,4.78,1.1
1411454,100%,100%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,685.00",3.0,1125.0,1,26,56,146,322,43,3,4.92,4.88,4.98,4.95,4.98,4.95,4.85,2.76
1429120,100%,77%,t,t,Private room in rental unit,Private room,1,1 bath,1.0,1.0,$290.00,2.0,1125.0,22,52,79,354,28,4,0,4.81,4.85,4.89,4.78,5.0,4.85,4.63,0.25
1441365,100%,96%,t,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,346.00",4.0,1125.0,23,53,83,358,101,10,0,4.76,4.78,4.93,4.78,4.97,4.88,4.72,0.9
2702917,100%,0%,f,t,Private room in rental unit,Private room,1,1 private bath,1.0,2.0,$540.00,5.0,1125.0,0,0,0,62,10,0,0,5.0,4.7,5.0,4.8,5.0,4.6,4.9,0.09
1441434,100%,94%,t,t,Entire serviced apartment,Entire home/apt,2,1.5 baths,1.0,1.0,"$2,564.00",1.9,1125.0,28,58,88,178,215,10,1,4.9,4.94,4.85,4.96,4.9,4.96,4.9,1.83
607833,100%,0%,f,t,Private room in rental unit,Private room,2,1 bath,1.0,1.0,$366.00,3.0,365.0,24,51,81,81,6,0,0,4.83,5.0,4.83,4.83,4.83,4.5,4.67,0.05
609012,50%,0%,f,t,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,2.0,"$1,362.00",4.0,365.0,0,0,0,181,24,0,0,4.67,4.82,4.73,4.68,4.59,4.59,4.59,0.19
2715327,100%,99%,f,t,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,$594.00,3.0,1125.0,6,27,57,332,34,2,1,4.7,4.42,4.88,4.7,4.94,4.61,4.73,0.31
609594,100%,,f,t,Entire home,Entire home/apt,5,1 bath,3.0,4.0,$549.00,21.0,365.0,0,27,57,332,12,0,0,4.67,4.67,4.83,4.17,4.67,4.42,4.42,0.12
1462549,100%,100%,t,t,Entire loft,Entire home/apt,2,2 baths,1.0,2.0,"$1,109.00",4.9,1125.0,8,8,8,11,91,17,0,4.92,4.94,4.99,4.89,4.99,4.9,4.94,0.78
2729425,100%,91%,f,t,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,$220.00,15.0,1125.0,0,0,0,0,2,0,0,4.5,5.0,5.0,4.5,5.0,5.0,5.0,0.03
1476127,100%,100%,t,t,Private room in serviced apartment,Private room,2,1 private bath,1.0,1.0,$750.00,1.0,1125.0,10,14,44,179,200,19,2,4.97,4.98,4.98,4.99,4.97,4.96,4.98,1.72
610914,100%,81%,t,t,Entire condo,Entire home/apt,4,1.5 baths,2.0,3.0,"$4,938.00",3.0,30.0,0,24,46,250,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
611179,100%,81%,t,t,Entire condo,Entire home/apt,2,1.5 baths,1.0,2.0,"$3,731.00",3.0,21.0,0,24,46,238,1,0,0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,0.01
2729571,,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$914.00,3.0,1125.0,0,0,1,88,66,0,0,4.77,4.85,4.94,4.73,4.91,4.76,4.83,0.65
611337,100%,81%,t,t,Entire condo,Entire home/apt,4,2.5 baths,2.0,4.0,"$5,809.00",3.0,30.0,0,25,47,251,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
613181,100%,100%,t,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,362.00",2.0,365.0,27,53,83,358,191,13,2,4.74,4.78,4.91,4.63,4.95,4.73,4.72,1.47
1483498,100%,99%,t,t,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"$1,232.00",2.0,364.0,17,40,70,159,238,39,5,4.81,4.84,4.93,4.89,4.95,4.96,4.82,2.05
2730883,100%,91%,f,t,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,$246.00,28.0,1125.0,0,0,0,0,16,2,0,4.75,4.88,4.94,4.94,5.0,5.0,4.75,0.21
617137,,0%,f,f,Shared room in rental unit,Shared room,2,1.5 shared baths,1.0,1.0,"$1,815.00",1.0,1125.0,30,60,90,365,0,0,0,,,,,,,,
2745912,100%,100%,t,t,Private room in guest suite,Private room,1,1 private bath,1.0,1.0,$349.00,2.0,1125.0,22,52,82,172,53,10,0,4.91,4.89,5.0,4.92,4.94,4.98,4.89,0.69
628081,100%,100%,t,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"$1,989.00",3.0,1125.0,9,27,51,325,285,35,2,4.85,4.88,4.97,4.83,4.98,4.94,4.76,2.27
1483664,,,f,t,Private room in condo,Private room,2,1 shared bath,1.0,1.0,$549.00,18.0,1125.0,30,60,90,365,3,0,0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,0.05
2784853,100%,93%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$980.00,3.0,1000.0,15,45,75,75,119,4,0,4.75,4.76,4.89,4.85,4.94,4.6,4.82,1.21
1547284,100%,64%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$800.00,3.0,1125.0,15,45,75,350,54,5,1,4.92,4.96,5.0,4.92,4.94,4.96,4.88,0.47
1555819,100%,98%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,943.00",3.0,1125.0,11,33,63,153,316,38,2,4.86,4.88,4.97,4.89,4.97,4.9,4.84,2.71
640803,100%,0%,f,t,Entire home,Entire home/apt,4,2.5 baths,2.0,2.0,"$5,999.00",4.0,21.0,0,27,57,332,22,0,0,5.0,5.0,4.95,4.91,5.0,5.0,4.95,0.17
2789086,0%,0%,f,f,Private room in rental unit,Private room,1,1 bath,1.0,,$650.00,3.0,7.0,30,60,90,365,0,0,0,,,,,,,,
642725,,,f,f,Private room in condo,Private room,2,1 shared bath,1.0,1.0,"$1,500.00",2.0,365.0,29,59,89,364,0,0,0,,,,,,,,
642797,100%,75%,t,t,Entire rental unit,Entire home/apt,8,2.5 baths,3.0,3.0,"$9,059.00",5.0,1125.0,10,32,62,337,97,5,0,4.91,4.88,4.98,4.84,4.94,4.83,4.72,0.78
654106,,0%,f,t,Private room in condo,Private room,1,1 bath,1.0,1.0,$508.00,5.0,180.0,0,0,0,193,1,0,0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.01
1565220,100%,94%,t,t,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,"$2,900.00",1.0,90.0,30,60,90,365,25,2,0,4.96,5.0,5.0,5.0,4.96,4.92,4.92,0.22
1627630,100%,98%,t,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"$1,757.00",3.0,1125.0,5,17,47,137,304,40,2,4.92,4.91,4.99,4.91,4.99,4.94,4.87,2.63
2794006,100%,100%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,$788.00,2.3,1125.0,13,43,47,134,37,9,0,4.95,4.89,4.97,4.92,5.0,4.78,4.92,0.58
1635595,100%,99%,t,t,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,"$1,180.00",1.0,1125.0,2,30,60,149,34,29,3,4.82,4.88,4.97,4.94,4.79,4.91,4.85,2.2
1656382,,0%,f,f,Private room in rental unit,Private room,1,1 bath,1.0,1.0,"$1,171.00",1.0,1125.0,30,60,90,365,0,0,0,,,,,,,,
655422,100%,100%,f,t,Entire home,Entire home/apt,10,3 baths,4.0,6.0,$826.00,2.0,1125.0,28,57,87,355,85,11,2,4.48,4.5,4.77,4.51,4.76,4.59,4.48,0.66
691019,100%,90%,t,t,Entire condo,Entire home/apt,6,2 baths,2.0,3.0,"$1,000.00",14.0,180.0,1,17,47,322,263,5,0,4.75,4.77,4.81,4.7,4.91,4.92,4.76,2.06
2836677,100%,20%,f,t,Entire condo,Entire home/apt,1,1 bath,1.0,1.0,"$1,280.00",3.0,1125.0,28,58,88,363,19,1,0,4.68,4.79,4.74,4.68,4.74,4.84,4.63,0.18
696031,100%,90%,t,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,130.00",30.0,1125.0,29,59,89,364,146,1,0,4.58,4.5,4.85,4.54,4.86,4.73,4.61,1.17
1676923,,,f,t,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,"$1,870.00",2.0,1125.0,7,26,53,312,297,44,4,4.9,4.89,4.87,4.93,4.94,4.98,4.82,2.63
2848002,83%,86%,f,t,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,"$1,300.00",1.0,365.0,0,0,25,292,24,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23
1689161,100%,100%,t,f,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,$988.00,3.0,1125.0,0,0,22,248,120,5,0,4.77,4.83,4.89,4.8,4.88,4.95,4.7,1.06
3293072,100%,97%,t,t,Entire loft,Entire home/apt,2,1.5 baths,1.0,1.0,"$1,997.00",3.0,180.0,18,39,69,136,121,11,1,4.98,4.98,4.98,4.94,4.98,4.93,4.94,1.2
2848113,83%,86%,f,t,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,"$1,300.00",1.0,365.0,11,39,64,328,56,3,1,4.89,4.96,4.96,5.0,4.91,4.98,4.87,0.52
3293497,100%,89%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$775.00,3.0,360.0,1,1,20,174,83,9,0,4.9,4.98,4.92,4.96,4.97,4.87,4.91,0.86
2863598,100%,100%,t,t,Private room in rental unit,Private room,1,3 baths,1.0,1.0,$500.00,2.0,1125.0,22,52,82,262,25,25,4,4.96,4.92,5.0,4.8,5.0,5.0,4.96,2.2
3319297,100%,94%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,$869.00,10.7,827.1,13,24,43,51,37,0,0,4.7,4.86,4.94,4.84,4.95,4.75,4.78,0.4
1727725,100%,94%,t,t,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,"$2,200.00",1.0,90.0,30,60,90,365,33,2,0,4.97,4.94,5.0,4.97,4.97,4.97,4.88,0.29
2863665,67%,100%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$600.00,7.0,1125.0,3,3,3,274,216,0,0,4.92,4.96,4.97,4.94,4.92,4.9,4.93,2.57
1736063,100%,94%,t,t,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,"$1,800.00",1.0,90.0,30,60,83,355,44,10,1,4.84,4.79,4.88,4.95,4.91,4.95,4.84,0.4
2867671,,100%,f,f,Private room in home,Private room,2,1 private bath,1.0,1.0,"$1,372.00",2.0,1125.0,28,58,88,363,6,1,0,4.8,5.0,5.0,5.0,5.0,4.6,4.8,0.06
1768385,100%,100%,f,t,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,"$1,000.00",2.0,59.0,11,29,47,134,338,66,4,4.61,4.65,4.71,4.71,4.72,4.9,4.65,3.01
3386326,100%,100%,f,t,Entire loft,Entire home/apt,4,2.5 baths,2.0,2.0,"$1,499.00",2.0,1125.0,0,0,27,302,45,8,1,4.87,4.93,4.93,4.93,4.98,5.0,4.95,0.65
2894095,100%,100%,f,t,Entire rental unit,Entire home/apt,6,2 baths,2.0,5.0,"$3,670.00",3.0,1125.0,20,50,80,80,98,7,0,4.86,4.85,4.94,4.84,5.0,4.94,4.79,0.94
3424613,90%,92%,f,t,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,$836.00,2.0,1125.0,26,56,86,361,50,4,0,4.82,4.94,4.94,4.98,4.9,4.65,4.79,0.53
1798108,100%,20%,f,t,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,"$1,180.00",30.0,365.0,0,0,0,240,8,0,0,4.88,4.5,4.83,4.83,4.67,5.0,5.0,0.07
1826212,,100%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,"$1,000.00",5.0,1125.0,27,57,87,362,94,3,0,4.82,4.91,4.93,4.9,4.98,4.88,4.85,0.83
1850394,100%,99%,t,t,Entire condo,Entire home/apt,4,2 baths,2.0,2.0,"$1,955.00",3.6,1125.0,21,42,52,259,301,44,4,4.81,4.85,4.87,4.79,4.93,4.78,4.83,2.67
2908932,99%,99%,f,t,Room in serviced apartment,Hotel room,4,1 private bath,2.0,3.0,$908.00,2.0,1125.0,0,0,0,74,4,0,0,4.5,5.0,4.5,5.0,5.0,5.0,4.75,0.08
2908957,99%,99%,f,t,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,$726.00,1.0,1125.0,12,42,72,347,37,1,0,4.46,4.61,4.78,4.69,4.51,4.68,4.51,0.34
3458354,100%,,f,t,Entire condo,Entire home/apt,4,3 baths,2.0,2.0,"$1,190.00",2.0,1125.0,0,0,0,210,8,0,0,4.86,4.86,5.0,4.86,5.0,4.0,4.67,0.08
3467163,100%,97%,f,t,Entire home,Entire home/apt,2,2 baths,1.0,2.0,$872.00,7.0,1125.0,29,59,89,364,1,0,0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,0.01
2918765,100%,90%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$960.00,10.0,1125.0,0,0,27,302,15,3,0,4.8,4.8,4.93,4.93,5.0,5.0,4.87,0.35
3468307,,0%,f,t,Private room in rental unit,Private room,1,1 bath,1.0,1.0,$508.00,1.0,1125.0,28,58,88,363,3,0,0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,0.03
3490114,,,f,f,Private room in rental unit,Private room,2,1 bath,1.0,1.0,"$3,658.00",1.0,1125.0,30,60,90,365,0,0,0,,,,,,,,
1869809,100%,0%,f,t,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,4.0,$800.00,15.0,1125.0,0,0,0,222,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14
2932923,,100%,f,t,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,$884.00,3.0,1125.0,0,0,0,0,9,9,0,4.44,4.67,4.78,4.67,5.0,4.0,4.22,1.24
2942919,100%,100%,f,t,Entire bungalow,Entire home/apt,2,1 bath,1.0,2.0,$793.00,3.0,1125.0,18,42,72,316,92,25,2,4.76,4.71,4.78,4.77,4.63,4.92,4.71,1.48
1877286,100%,93%,f,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$2,212.00",20.0,1125.0,1,29,58,58,106,3,0,4.69,4.79,4.94,4.91,4.94,4.88,4.68,0.95
1898854,100%,92%,t,t,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$578.00,2.0,15.0,3,22,37,132,15,15,2,5.0,4.93,4.93,4.8,5.0,5.0,5.0,2.71
3506037,100%,44%,f,t,Private room in home,Private room,1,2 shared baths,6.0,1.0,"$11,807.00",1.0,1125.0,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.17
3523524,100%,50%,f,t,Entire rental unit,Entire home/apt,2,1.5 baths,2.0,1.0,"$1,100.00",4.0,1125.0,8,36,58,58,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.28
2943836,,0%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$732.00,3.0,90.0,0,0,0,71,54,0,0,4.85,4.89,4.9,4.85,5.0,4.71,4.88,0.51
3536304,100%,93%,t,t,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,$545.00,2.0,1125.0,30,60,90,365,13,2,0,4.85,5.0,4.92,4.85,5.0,5.0,4.85,0.19
3561395,100%,93%,t,t,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,"$1,452.00",10.0,1125.0,13,13,38,313,21,7,1,4.81,5.0,4.9,4.86,4.95,4.95,4.86,0.21
1919273,100%,47%,t,t,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$450.00,2.0,180.0,2,11,41,316,85,6,3,4.76,4.89,4.91,4.93,4.92,4.93,4.78,0.78
1919310,100%,47%,t,t,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$350.00,2.0,1125.0,0,28,58,333,142,0,0,4.64,4.75,4.81,4.75,4.76,4.86,4.72,1.26
2984619,98%,94%,f,f,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,149.00",2.0,99.0,21,51,81,356,89,21,2,4.56,4.57,4.75,4.7,4.61,4.96,4.61,0.83
1919438,100%,100%,f,t,Entire loft,Entire home/apt,3,1 bath,1.0,2.0,"$1,927.00",4.0,1125.0,11,41,71,160,239,24,1,4.64,4.9,4.77,4.78,4.74,4.92,4.7,2.1
3577110,100%,90%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,$908.00,4.0,120.0,0,20,50,50,171,14,2,4.83,4.85,4.92,4.84,4.94,4.95,4.86,1.62
2984948,98%,94%,f,f,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,191.00",1.9,99.0,26,56,86,334,43,17,1,4.68,4.54,4.73,4.78,4.59,4.85,4.54,0.42
1920070,0%,,f,f,Private room in home,Private room,1,2 baths,1.0,2.0,$376.00,1.0,1125.0,30,60,90,365,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
2985126,98%,94%,f,f,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,093.00",2.0,99.0,30,60,90,365,34,14,1,4.65,4.74,4.76,4.91,4.68,4.88,4.53,0.33
2986194,98%,94%,f,f,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,278.00",2.0,99.0,24,54,84,359,28,4,0,4.43,4.43,4.75,4.57,4.44,4.82,4.46,0.26
2987766,98%,94%,f,f,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,093.00",2.0,99.0,27,57,87,362,29,1,0,4.76,4.97,4.86,4.93,4.86,4.93,4.79,0.29
2993993,98%,94%,f,f,Entire rental unit,Entire home/apt,7,1 bath,3.0,4.0,"$1,581.00",2.0,99.0,0,0,0,183,55,0,0,4.53,4.67,4.8,4.85,4.6,4.71,4.6,0.51
1925256,100%,94%,t,t,Room in boutique hotel,Private room,2,1 shared bath,1.0,1.0,"$1,800.00",1.0,90.0,30,60,90,365,41,5,0,4.85,4.78,4.85,4.88,4.85,4.88,4.8,0.37
3008799,,75%,f,t,Casa particular,Entire home/apt,2,1 bath,2.0,3.0,$732.00,28.0,1125.0,23,53,83,358,4,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.05
1945351,,100%,f,t,Private room in home,Private room,2,1 private bath,1.0,1.0,$549.00,3.0,1125.0,11,41,71,346,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
3595167,100%,100%,t,t,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$545.00,1.0,1125.0,30,60,90,365,252,19,4,4.77,4.84,4.93,4.8,4.95,4.95,4.7,3.51
3013008,100%,100%,t,t,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,1.0,"$1,258.00",2.0,1125.0,10,29,59,315,150,42,3,4.93,4.97,4.97,4.98,5.0,4.92,4.86,1.39
3602334,100%,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$750.00,7.0,1125.0,0,0,0,256,34,1,1,4.91,4.97,4.97,4.94,4.97,4.91,4.79,0.35
3606513,50%,40%,f,t,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,2.0,"$1,705.00",2.0,365.0,27,57,87,87,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33
3624106,100%,67%,f,t,Private room in rental unit,Private room,3,2 shared baths,1.0,1.0,$700.00,1.0,1125.0,30,60,90,365,27,4,0,4.73,4.76,4.96,4.27,4.96,4.96,4.84,0.27
3635953,100%,100%,t,t,Entire loft,Entire home/apt,4,1 bath,1.0,2.0,"$1,866.00",1.0,1125.0,24,54,84,84,589,62,7,4.92,4.9,4.95,4.93,4.98,4.97,4.87,5.58
3645689,100%,,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$880.00,3.0,30.0,0,0,0,180,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.01
3685560,,0%,f,t,Private room in home,Private room,2,1 bath,1.0,1.0,"$2,952.00",2.0,8.0,23,53,83,173,0,0,0,,,,,,,,
1988412,,0%,f,t,Entire rental unit,Entire home/apt,2,2 baths,2.0,2.0,$817.00,5.0,365.0,0,0,0,0,23,0,0,4.82,4.87,4.96,4.74,5.0,4.7,4.96,0.21
1999474,100%,50%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,829.00",4.0,45.0,0,0,0,272,57,1,0,4.77,4.8,5.0,4.86,4.98,4.96,4.86,0.51
3033293,100%,13%,f,t,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,"$1,372.00",2.0,90.0,0,1,1,88,106,0,0,4.59,4.69,4.88,4.69,4.91,4.87,4.6,1.0
2007564,100%,100%,f,t,Entire loft,Entire home/apt,4,1 bath,,2.0,$635.00,3.0,1125.0,3,7,15,123,88,0,0,4.88,4.87,4.85,4.84,4.83,4.85,4.85,0.78
3688757,100%,100%,t,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,826.00",4.0,1109.6,0,10,19,255,341,47,5,4.93,4.97,4.98,4.9,4.99,4.99,4.93,3.29
3049887,98%,94%,f,f,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,072.00",1.9,99.0,30,60,90,337,41,6,1,4.61,4.83,4.98,4.98,4.73,4.83,4.78,0.44
3756112,100%,92%,f,t,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,$714.00,21.0,1125.0,8,38,68,343,124,3,0,4.77,4.77,4.94,4.87,4.88,4.89,4.75,1.22
3057573,100%,93%,t,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,374.00",2.0,1125.0,10,24,54,54,244,56,4,4.81,4.81,4.93,4.84,4.88,4.99,4.71,2.32
3761074,,,f,t,Private room in home,Private room,1,2.5 baths,1.0,1.0,$287.00,30.0,365.0,30,60,90,365,0,0,0,,,,,,,,
2030859,100%,100%,t,t,Private room in home,Private room,6,2 baths,2.0,5.0,$830.00,2.0,365.0,4,13,32,221,50,0,0,4.86,4.88,4.94,4.94,5.0,4.76,4.94,0.45
3148012,100%,100%,t,t,Entire condo,Entire home/apt,4,2 baths,2.0,3.0,"$1,850.00",3.0,1125.0,16,35,54,237,170,27,1,4.93,4.98,4.95,4.94,4.99,4.96,4.93,1.59
2033931,100%,100%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,$800.00,4.0,1125.0,0,27,57,57,28,14,1,4.89,4.93,5.0,4.96,5.0,4.86,4.89,0.33
2056514,100%,,f,f,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"$1,097.00",2.0,1125.0,17,47,77,352,45,0,0,4.93,4.98,4.98,4.89,5.0,5.0,4.91,0.48
3767434,100%,88%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$799.00,4.0,1125.0,0,0,26,26,75,1,0,4.89,4.88,4.97,4.92,4.99,4.91,4.89,0.72
